feature0,feature1,feature2,date,weather,target,year,month,day,weather_cloudy,weather_rainy,weather_sunny
-0.13215295725136414,1.9068091295746192,-0.42438003917511596,2021-02-20,sunny,0.1362734338822591,0.0,0.007549804236114243,0.522049793284209,-0.6938473525256192,-0.4413123092630842,0.976248546472565
0.44634482185011864,-0.1609562700969899,-1.2830764539530197,2021-01-28,rainy,-46.20480631708773,0.0,-1.1966439714241013,1.4402242057316945,-0.6938473525256192,2.265968972562375,-1.0243293100033335
0.0009274149686261785,-0.28927237872771827,-0.3296089773065223,2021-02-22,sunny,32.31570482206624,0.0,0.007549804236114243,0.7515933963960804,-0.6938473525256192,-0.4413123092630842,0.976248546472565
0.9615662197647262,-0.13443646812453897,0.5048504089178683,2021-01-31,rainy,54.755784264604884,0.0,-1.1966439714241013,1.7845396103995015,-0.6938473525256192,2.265968972562375,-1.0243293100033335
0.4191992491096498,-0.3045307532560274,-0.1898384889427433,2021-03-22,sunny,-0.7837320631840932,0.0,1.2117435798963296,0.7515933963960804,-0.6938473525256192,-0.4413123092630842,0.976248546472565
-0.9284482045775784,0.2191244624979364,-0.5672731416998271,2021-02-07,cloudy,-92.41021233779159,0.0,0.007549804236114243,-0.969983626942955,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
0.4966242836328221,1.8243027215348382,-0.6570871187562889,2021-01-23,sunny,-72.70833275939523,0.0,-1.1966439714241013,0.866365197952016,-0.6938473525256192,-0.4413123092630842,0.976248546472565
-1.0309432141529902,-0.48023508928086395,-0.38271013307964663,2021-01-04,cloudy,-80.32704526157094,0.0,-1.1966439714241013,-1.3142990316107621,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
-1.23580250291095,0.5161513267551496,-0.9951091119126578,2021-02-24,rainy,-147.5705678788707,0.0,0.007549804236114243,0.9811369995079517,-0.6938473525256192,2.265968972562375,-1.0243293100033335
-1.3838196282492792,0.21813916595992267,0.4331433252061463,2021-01-25,sunny,-40.386436064670896,0.0,-1.1966439714241013,1.0959088010638873,-0.6938473525256192,-0.4413123092630842,0.976248546472565
-0.8019302970393927,1.5096237401932304,-0.4526875304053284,2021-03-21,cloudy,-112.6010963155962,0.0,1.2117435798963296,0.6368215948401447,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
1.714412870761869,-0.8362831996247169,-0.7121660974609328,2021-02-26,cloudy,46.62535112054271,0.0,0.007549804236114243,1.2106806026198231,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
-0.5188198417058476,-0.523545314979099,0.12416483954718271,2021-01-13,sunny,11.849572088283134,0.0,-1.1966439714241013,-0.2813528176073409,-0.6938473525256192,-0.4413123092630842,0.976248546472565
0.6204333456796488,-0.32982085104839426,0.8204907555764271,2021-01-01,sunny,121.74670394585695,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
-2.0893018474092346,1.5036063996439646,2.0529473434440697,2021-02-10,sunny,-55.78840941500087,0.0,0.007549804236114243,-0.625668222275148,-0.6938473525256192,-0.4413123092630842,0.976248546472565
1.406910563271395,-1.3333140458358408,0.9564574927423489,2021-03-10,cloudy,160.71209050673116,0.0,1.2117435798963296,-0.625668222275148,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
1.1809256262170351,0.35555274278084303,-0.45887810219640446,2021-03-28,sunny,67.20147961504705,0.0,1.2117435798963296,1.4402242057316945,-0.6938473525256192,-0.4413123092630842,0.976248546472565
-0.09778571414671551,0.8902133942011331,1.1735225634162691,2021-03-13,rainy,37.06448455574403,0.0,1.2117435798963296,-0.2813528176073409,-0.6938473525256192,2.265968972562375,-1.0243293100033335
